Topic,Count,Name,Representation,Representative_Docs
420,18,420_shprehet_komisioni_tregtinë_dhënie,"['shprehet', 'komisioni', 'tregtinë', 'dhënie', 'mendimi', 'veprimtaritë', 'përgjegjës', 'çështjet', 'prodhuese', 'njeriut']","['Shprehet Komisioni përgjegjës për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut. Shprehet për dhënie mendimi Komisioni për Veprimtaritë Prodhuese, Tregtinë dhe Mjedisin.', 'Shprehet Komisioni përgjegjës për Veprimtaritë Prodhuese, Tregtinë dhe Mjedisin. Shprehet për dhënie mendimi Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut.', 'Shprehet Komisioni përgjegjës për Veprimtaritë Prodhuese, Tregtinë dhe Mjedisin. Shprehet për dhënie mendimi Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut.']"
421,18,421_147_raundi_115_organet,"['147', 'raundi', '115', 'organet', '2016', 'pika', 'nenit', 'qeverisjes', 'sistemit', '35']","['115/2016 “Për organet e qeverisjes së sistemit të drejtësisë”, i ndryshuar”, raundi i parë (në mbështetje te nenit 147, pika 8, të Kushtetutës dhe nenit 35, pika 16, e ligjit nr.', '115/2016 “Për organet e qeverisjes së sistemit të drejtësisë”, i ndryshuar”, raundi i dytë (në mbështetje të nenit 147, pika 8, të Kushtetutës dhe nenit 35, pika 16, të ligjit nr.', '115/2016 “Për organet e qeverisjes së sistemit të drejtësisë”, i ndryshuar”, raundi i dytë (në mbështetje të nenit 147, pika 8, të Kushtetutës dhe nenit 35, pika 16, të ligjit nr.']"
422,18,422_sudanin_jugut_forcave_kombeve,"['sudanin', 'jugut', 'forcave', 'kombeve', 'armatosura', 'personelit', 'pjesëmarrjen', 'misionin', 'sudanit', 'unmiss']","['3, datë 21.6.2023 “Për disa ndryshime në aktin normativ nr.1, datë 20.3.2019 të Këshillit të Ministrave “Për pjesëmarrjen e personelit të Forcave të Armatosura të Republikës së Shqipërisë në misionin e Kombeve të Bashkuara në Sudanin e Jugut (UNMISS)””, miratuar me ligjin nr.23/2019.', '3, datë 21.6.2023 “Për disa ndryshime në aktin normativ nr. 1, datë 20.3.2019, të Këshillit të Ministrave, “Për pjesëmarrjen e personelit të Forcave të Armatosura të Republikës së Shqipërisë në misionin e Kombeve të Bashkuara në Sudanin e Jugut (UNMISS)”, miratuar me ligjin nr.', '1, datë 20.03.2019 të Këshillit të Ministrave “Për pjesëmarrjen e personelit të Forcave të Armatosura të Republikës së Shqipërisë në misionin e Kombeve të Bashkuara në Sudanin e Jugut”, i miratuar me ligjin nr.23 të vitit 2019, aktualisht, Forcat e Armatosura marrin pjesë me dy efektivë ushtarakë në Sudanin e Jugut.']"
423,18,423_bukë_lekë_buke_kushton,"['bukë', 'lekë', 'buke', 'kushton', 'lekëshi', 'masive', 'nënës', 'ditë', 'mijë', '1200']","['Po të bëjmë një llogari me 15 mijë lekë të vjetër për 30 ditë – një bukë sot kushton 1200 lekë, - për 30 ditë bëjnë 36 mijë lekë, nuk plotësojnë as gjysmë buke për një pensionist në ditë.', 'Pra, nga data 1 tetor, babait tim dhe nënës sime, babait tënd dhe nënës tënde dhe kujtdo tjetër ua keni rritur pensionin pesëqind lekë të vjetër, që do të thotë se buka masive, (ndoshta ndonjë koleg nuk e di që ka bukë masive, sepse trajtohen në forma dhe mënyra të tjera), kushton 120 lekë, që do të thotë se prindërve tanë nuk u keni dhënë dot asnjë gjysmë buke, por edhe asaj duhet t’i heqësh një fetë për të mjaftuar 50 lekëshi, sepse 30 ditë shumëzim për 50 lekë janë të barabarta me pesëmbëdhjetë mijë lekë të vjetra, kurse 30 ditë shumëzim për 120 lekë janë të barabarta me tridhjetë e gjashtë mijë lekë të vjetra, që i duhen vetëm për bukë babit tim dhe babit tuaj, nënës time dhe nënës tuaj.', 'A jetoni këtu, zonja Ministre?! Me 30 mijë lekë që po i jepni një pensionisti mund të blesh 25 bukë, pra asnjë bukë në ditë nuk jepni, sepse një bukë masive sot kushton 1200 lekë, që deri dje kushtonte 700-800 lekë.']"
424,18,424_zhvilluan_nisma_dëgjimore_zgjedhës,"['zhvilluan', 'nisma', 'dëgjimore', 'zgjedhës', 'komisionet', 'përfaqësues', 'miratuam', 'organizoi', 'seanca', 'ministrave']","['Komisionet e përhershme parlamentare zhvilluan 28 mbledhje, 34 seanca dëgjimore me institucionet e pavarura dhe agjencitë shtetërore, si dhe 4 seanca dëgjimore me shoqërinë civile dhe grupet e interesit.', 'Komisionet zhvilluan 48 seanca dëgjimore, ndër të cilat 41 për procesin legjislativ, 6 për kontrollin parlamentar dhe 1 për funksionin zgjedhës.', 'Komisionet zhvilluan 62 seanca dëgjimore, nga të cilat 12 lidheshin me procesin legjislativ, 40 me kontrollin parlamentar, 8 me procesin zgjedhës dhe 2 me çështje të tjera.']"
425,18,425_minuta_dispozicion_faleminderit_shpreheni,"['minuta', 'dispozicion', 'faleminderit', 'shpreheni', 'piroli', 'shprehur', 'nikolla', 'salianji', 'zoti', 'ermonela']","['Faleminderit! Lindita Nikolla – Zoti Salianji, mund të shpreheni në lidhje me përgjigjet. Keni 15 minuta në dispozicion.', 'Faleminderit! Lindita Nikolla – Zoti Salianji, koha në dispozicion edhe për ju është 3 minuta.', 'Faleminderit! Ermonela Felaj – Faleminderit, zoti Ministër! Zoti Salianji, edhe ju keni tri minuta kohë në dispozicion për t’u shprehur.']"
426,18,426_papunësia_papunësisë_mesatarja_rinjtë,"['papunësia', 'papunësisë', 'mesatarja', 'rinjtë', 'shkalla', 'lartë', 'papunëve', 'kategorie', 'mesataren', 'rinjve']","['Në krahasim me mesataren europiane prej 6,3%, shkalla e papunësisë tek të rinjtë shqiptarë është 3 herë më e lartë.', 'Megjithëse kemi numrin më të lartë të emigrimit, megjithëse kemi normën më të lartë të largimit nga Shqipëria, përsëri papunësia tek të rinjtë është më e lartë se mesatarja e vendeve të BE-së.', 'Në BE 6% është mesatarja e papunësisë totale, ndërkohë që papunësia e të rinjve është 13,8%, ndërsa në Shqipëri vërtet është më e lartë se kaq, por është ndër më të ulëtat në vendet e rajonit.']"
427,18,427_shkuarën_shkuarës_kaluarën_ardhmen,"['shkuarën', 'shkuarës', 'kaluarën', 'ardhmen', 'mësojmë', 'shkuara', 'gabimet', 'sonës', 'bashkëluftues', 'vazhdimësitë']","['Unë besoj fort se reflektimi duhet të jetë i përbashkët, një reflektim që përfshin edhe qortimin e së shkuarës, edhe projeksionet për të ardhmen.', 'Ne shikojmë leksionet e hidhura nga e shkuara, duke e parë të ardhmen në sy, jo me tanke në kufij, por me kamionë mallrash, jo me ushtarë, por me udhëtarë, jo me bashkëluftues, por me bashkëjetesë.', 'Kemi një diferencë me dy kohë: ju fokusoheni vetëm tek e tashmja, për ta përdorur si municion, si baltë për ta hedhur mbi ne dhe harroni si të shkuarën (çfarë keni bërë më parë), po ashtu edhe të ardhmen (shpresën që duhet të kenë qytetarët), kurse ne përpiqemi të mësojmë nga gabimet e së shkuarës, si sonës, edhe suajës, që të punojmë sa më shumë e sa më mirë në të tashmen, për të ndërtuar dhe për të dhënë pak shpresë edhe për të ardhmen, se në fund të ditës, nëse duam t’i mbajmë këtu të gjithë këta qytetarë, 59 Legjislatura e 10-të Viti 2023 që kanë kontribuar në skemat në Greqi, në Itali e kudo tjetër, do të duhet që, përveç baltës dhe të zezës, t’u tregojmë edhe një fije drite në fund të tunelit.']"
428,18,428_grata_non_kuota_zonje,"['grata', 'non', 'kuota', 'zonje', 'grua', 'fjalor', 'hyni', 'kurajë', 'misogjenëve', 'bullist']","['Edhe sot u kapën 45 kilogramë të njeriut tënd, apo jo? Së treti, po të kujtoj dhe një gjë: si ishte ajo puna e “non grata-ve?” Bëhu burrë një herë më në fund!', 'Erdhi. Këtu është, me ne është. Pse? Sepse komploti u shpërbë. Dhe jua them prapë: edhe non grata do t’i hiqet, të jeni të bindur, jo vonë, jo shumë vonë, do t’i hiqet.', 'Sa jeni në kohë, keni edhe disa muaj, deri sa të përballemi në zgjedhje përsëri, nëse do të hyni (ju e keni atë huqin e keq që edhe nuk hyni), por po hytë, mblidheni mendjen dhe gjëja e parë që duhet të bëni, nëse jeni me të vërtetë gati, të ndaheni nga non grata.']"
429,18,429_firma_nënkontrata_publikisht_kompani,"['firma', 'nënkontrata', 'publikisht', 'kompani', 'deklaron', 'kompaninë', 'tuaja', 'firmën', 'emrin', 'krahasuat']","['Këtu sapo u tha një gjë e pavërtetë. Ju keni gjetur vjega, “firma e këtij, firma e atij”.', 'Ju do të merreni me verifikimin e firmave të njerëzve, kur deputeti e thotë publikisht: “Është firma ime” dhe me 44 firma, ju nuk hapni...', 'Sa kohë që deputeti deklaron publikisht që firma është e tij (dhe çdo njeri ka të drejtë ta ndryshojë firmën brenda ditës, sa herë të dojë), por, kur e deklaron publikisht “është firma ime”, nuk ka asnjë konflikt.']"
430,18,430_kriminale_grupet_krimin_llogarit,"['kriminale', 'grupet', 'krimin', 'llogarit', 'prevalojnë', 'zgjidhja', 'krim', 'organizuar', 'krimi', 'shtetëror']","['Zgjidhja e shpejtë, zgjidhja agresive, zgjidhja kur ti nuk llogarit se kë ke përpara, por llogarit vetëm se çfarë do të fitosh, është kriminale.', 'Ne do të kërkojmë zgjedhje të lira dhe të ndershme, sepse ju së bashku me Edi Ramën keni ardhur në pushtet me grupet kriminale, vazhdoni të drejtoni me grupet kriminale dhe mendoni që ta merrni pushtetin me grupet kriminale.', 'Edhe mund të mos jesh, doktoreshë, sepse ju jeni një deputete, për të cilën gëzoj respekt, por nga çfarë kemi dëgjuar nga këto aplikacionet, listën e Durrësit e kanë përcaktuar grupet kriminale, siç ishte rasti i zotit Çyrbja, kështu që mund të ndodhë që të mos jesh, sepse ju nuk jeni pjesë e grupeve kriminale, ndërkohë që këta kanë vendosur t’i caktojnë deputetët me grupet kriminale.']"
431,18,431_qëndrueshëm_objektivat_zhvillimit_2030,"['qëndrueshëm', 'objektivat', 'zhvillimit', '2030', 'objektivin', 'asambleja', 'objektivave', 'okb', 'agjendës', 'nxitjen']","['Projekti që po diskutojmë mbështetet në strategjinë sektoriale të transportit, në përputhje me programin “Shqipëria 2030”, me “Agjendën 2030 për Zhvillim të Qëndrueshëm, si dhe 17 Objektivat e Zhvillimit të Qëndrueshëm” të miratuara nga Asambleja e Përgjithshme e OKB- së në vitin 2015.', 'Madje, e thanë edhe kolegët parafolës, ky projektligj për nga rëndësia konsiderohet pjesë e “Agjendës 2030” për zhvillimin e qëndrueshëm dhe 17 objektivat e zhvillimit të qëndrueshëm të miratuar nga Asambleja e Përgjithshme e OKB-së në vitin 2015, ku si objektiva të tij ka: zhvillimin ekonomik të qëndrueshëm, punësimin, përmirësimin e infrastrukturës, njëkohësisht, nxitjen e inovacionit.', 'Vlen të theksojmë faktin se projekti është në përputhje me objektivin e zhvillimit të qëndrueshëm të “Agjendës 2030 për zhvillim të qëndrueshëm”, objektivi 12.6 dhe 12.4, si pjesë e një prej 17 objektivave të zhvillimit të qëndrueshëm, të cilët Viti 2023 48 Legjislatura e 10-të janë miratuar nga Asambleja e Përgjithshme e OKB-së në vitin 2015.']"
432,18,432_bizneset_biznesi_pranë_biznesin,"['bizneset', 'biznesi', 'pranë', 'biznesin', 'qeverisë', 'biznesit', 'horizontalen', 'paformalizuara', 'vetëkorrigjimi', 'përgjegjshme']","['Po ushtrohet trysni te bizneset e vogla dhe po lejohen të livadhisin bizneset e mëdha, që janë pranë qeverisë.', 'Pra, është një mundësi e artë për qeverinë për të sakatuar dhe asgjësuar të gjithë biznesin e vogël kapilar, i cili është një biznes, po e përsëris, me aktivitet mbijetese, jetojnë, mbajnë gjallë nuklin familjar.', 'Në përfundim, dua t’i kujtoj biznesit që situata të tilla na sjellin në vëmendje se marrëdhënia mes qeverisë dhe biznesit nuk është gjë tjetër veçse një marrëdhënie e ngushtë partneriteti, ku palët mbështesin njëra-tjetrën dhe ku edhe një herë kuptohet qartë se formalizmi i ekonomisë, vetëkorrigjimi dhe vetëdeklarimi nga ana e tatimpaguesit, nuk bëjnë thjesht një rritje të fluksit të të ardhurave në arkën e shtetit, por rrit edhe mundësinë e këtij të fundit të gjendet pranë sipërmarrjes në momente të vështira me politika lehtësuese.']"
433,18,433_njeriut_dhënie_mendimi_administratën,"['njeriut', 'dhënie', 'mendimi', 'administratën', 'drejtat', 'shprehet', 'çështjet', 'ligjore', 'komisioni', 'publike']","['Shprehet për dhënie mendimi Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut.', 'Shprehet për dhënie mendimi Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut.', 'Shprehet për dhënie mendimi Komisioni për Çështjet Ligjore, Administratën Publike dhe të Drejtat e Njeriut.']"
434,18,434_nen_propozuesit_variantit_parim,"['nen', 'propozuesit', 'variantit', 'parim', 'kartonë', 'votimin', 'kalojmë', 'miratohet', 'projektligji', 'karton']","['Miratohet projektligji në parim. Kalojmë në votimin nen për nen, me kartonë, sipas variantit të propozuesit.', 'Miratohet projektligji në parim. Kalojmë në votimin nen për nen me kartonë, sipas variantit të propozuesit.', 'Miratohet projektligji në parim. Kalojmë në votimin nen për nen, me kartonë, sipas variantit të propozuesit.']"
435,18,435_jetik_vetmi_minimumin_europë,"['jetik', 'vetmi', 'minimumin', 'europë', 'jemi', 'vend', 'përcaktuar', 'rajon', 'minimumi', 'shtet']","['Jemi i vetmi vend në Europë që nuk e ka vendosur minimumin jetik. Partia Demokratike ju ka sjellë iniciativa ligjore për minimumin jetik, dhe ju nuk pyesni.', 'Ne jemi i vetmi vend në Europë që ende nuk e kemi minimumin jetik të llogaritur.', 'Kur do ta përcaktojmë minimumin jetik? Jemi i vetmi vend në Europë që ende nuk e kemi të përcaktuar minimumin jetik.']"
436,18,436_kuvendin_dule_mësuar_hiqeni,"['kuvendin', 'dule', 'mësuar', 'hiqeni', 'komunikuar', 'je', 'mafia', 'pavërtetë', 'shkurten', 'llokoçitje']","['119 Legjislatura e 10-të Viti 2024 (Ndërhyrje pa mikrofon) Sepse ti je mësuar të flasësh nga vendi, sepse ti je mësuar të flasësh kot, sepse ti je mësuar të akuzosh siç akuzohet në rrugë, ndërkohë që këtu është salla e Kuvendit të Shqipërisë.', 'Ermonela Felaj – Zonja Spiropali, ju lutem! Elisa Spiropali – Edhe 30 sekonda. Sa u takon mocioneve me debat, ato nuk janë as manuale denigrimi; ato nuk janë as shpifje; ato nuk janë as ujë i zi, që rrjedh nga ballkoni dhe ju e mblidhni dhe e derdhni në Kuvendin e Shqipërisë, por ky institucion është institucioni më i lartë në vend dhe nuk mund t’i pranojë jo vetëm kërkesat tuaja, por as këtë gjuhë, për të cilën ju përgjigjen do ta merrni me votë.', 'Por as ka thënë dikush që kënga është ndaluar, madje, t’ju them të drejtën, kam komunikuar me Shkurten para disa javësh dhe i kam thënë: Shkurte, të lutem, mos i beso gojët e liga, sepse është komplet e pavërtetë, pastaj ka dalë Federata Shqiptare e Futbollit dhe e ka komunikuar një gjë të tillë, që është e pavërtetë, por meqenëse nesër është takimi i dy parlamenteve, o burra, të bëjmë disa llokoçitje në Tiktok dhe të themi ca rrena, se rrenat ecin shumë shpejt.']"
437,18,437_populizëm_populizmit_populizmi_populizmin,"['populizëm', 'populizmit', 'populizmi', 'populizmin', 'mbron', 'populiste', 'çedukoni', 'tersëllimë', 'njerëzore', 'tema']","['Ky është një populizëm dhe një mashtrim që vijon gjatë, në 3 dekada, por për populizmin elektoral nuk ka asgjë falas.', 'Nuk kam asgjë për populizëm, por është e drejtë e çdo deputeti në ato që ka parashtruar.', 'Nga disa parafolës dëgjova shumë devijime nga tema. Në këto raste, kur raportojnë institucionet e pavarura, mendimi im është se çdo devijim nga tema, pavarësisht se nga cili krah vjen, është populizëm, është një populizëm i keq në rastin më të mirë, për të mos thënë që është edhe paaftësi.']"
438,17,438_botërore_dytë_luftës_nazifashizmin,"['botërore', 'dytë', 'luftës', 'nazifashizmin', 'popujve', 'fitores', 'çamëria', 'shënoi', 'shkatërrimit', 'fitore']","['Periudha e dytë e shpëtimit të hebrenjve ndodhi gjatë periudhës së Luftës së Dytë Botërore.', 'Nuk ishte faji i të majtëve të Luftës së Dytë Botërore që e djathta e kohës u bashkua me nazifashizmin.', 'U tha gjatë gjithë ditës së sotme (natyrisht sot është një ditë e rëndësishme, në radhë të parë është dita e fitores së popujve mbi nazifashizmin dhe të gjithë bashkëpunëtorët e tyre, por është edhe dita e unitetit dhe e paqes për Europën e bashkuar), por ishte koha ta përmendja, sepse një pjesë këtu e kanë zët edhe “5 Majin” edhe “29 Nëntorin”, por, në fakt, harrojnë se ne duhet të jemi krenarë që u rreshtuam përkrah popujve fitues në Luftën e Dytë Botërore.']"
439,17,439_dhënie_mendimi_shprehet_komisioni,"['dhënie', 'mendimi', 'shprehet', 'komisioni', 'financat', 'jashtme', 'politikën', 'ekonominë', 'për', 'sigurinë']","['Shprehet për dhënie mendimi Komisioni për Ekonominë dhe Financat. Shprehet për dhënie mendimi Komisioni për Politikën e Jashtme.', 'Shprehet për dhënie mendimi Komisioni për Ekonominë dhe Financat. Shprehet për dhënie mendimi Komisioni për Politikën e Jashtme.', 'Shprehet për dhënie mendimi Komisioni për Ekonominë dhe Financat. Shprehet për dhënie mendimi Komisioni për Politikën e Jashtme.']"
